REF_DATE,GEO,Violations and calls for service,VALUE
20-Aug,"Toronto, Ontario, municipal [35304]",Uttering threats by family,
20-Aug,"Toronto, Ontario, municipal [35304]",Uttering threats where relationship type is unknown,451
20-Aug,"Toronto, Ontario, municipal [35304]",Total robbery [160],224
20-Aug,"Toronto, Ontario, municipal [35304]","Dangerous operation, causing death or bodily harm [911]",3
20-Aug,"Toronto, Ontario, municipal [35304]","Impaired driving, causing death or bodily harm [921]",1
20-Aug,"Toronto, Ontario, municipal [35304]",Total breaking and entering [210],607
20-Aug,"Toronto, Ontario, municipal [35304]","Breaking and entering, non-residential",
20-Aug,"Toronto, Ontario, municipal [35304]","Breaking and entering, residential",
20-Aug,"Toronto, Ontario, municipal [35304]",Breaking and entering where location type is unknown,607
20-Aug,"Toronto, Ontario, municipal [35304]",Motor vehicle theft [2135],450
20-Aug,"Toronto, Ontario, municipal [35304]",Shoplifting [213],240
20-Aug,"Toronto, Ontario, municipal [35304]",Fraud/identity theft/identity fraud [216],1064
20-Aug,"Toronto, Ontario, municipal [35304]",Fail to comply with order [3410],498
20-Aug,"Toronto, Ontario, municipal [35304]","Impaired driving, operating while impaired [923]",114
20-Aug,"Toronto, Ontario, municipal [35304]",Provincial/Territorial acts related to COVID-19,1
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, domestic disturbances / disputes",1979
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, Mental Health Act (MHA) apprehension",1118
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, mental health - other",2894
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, suicide/attempted suicide",921
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, overdose",358
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, child welfare check",
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, check welfare - general",922
20-Aug,"Toronto, Ontario, municipal [35304]","Calls for service, child custody matter - domestic",
20-Aug,"York Region, Ontario, municipal [35335]","Total assaults (levels 1, 2, 3) [141]",339
20-Aug,"York Region, Ontario, municipal [35335]","Assaults by non-family (levels 1, 2, 3)",235
20-Aug,"York Region, Ontario, municipal [35335]","Assaults by family (levels 1, 2, 3)",104
20-Aug,"York Region, Ontario, municipal [35335]",Assaults where relationship type is unknown,0
20-Aug,"York Region, Ontario, municipal [35335]","Total sexual assaults (levels 1, 2, 3) [131]",31
20-Aug,"York Region, Ontario, municipal [35335]","Sexual assaults by non-family (levels 1, 2, 3)",24
20-Aug,"York Region, Ontario, municipal [35335]","Sexual assaults by family (levels 1, 2, 3)",7
20-Aug,"York Region, Ontario, municipal [35335]",Sexual assaults where relationship type is unknown,0
20-Aug,"York Region, Ontario, municipal [35335]",Assault against peace or public officer (level 1) [1460],15
20-Aug,"York Region, Ontario, municipal [35335]",Uttering threats [1627],135
20-Aug,"York Region, Ontario, municipal [35335]",Uttering threats by non-family,81
20-Aug,"York Region, Ontario, municipal [35335]",Uttering threats by family,14
20-Aug,"York Region, Ontario, municipal [35335]",Uttering threats where relationship type is unknown,40
20-Aug,"York Region, Ontario, municipal [35335]",Total robbery [160],26
20-Aug,"York Region, Ontario, municipal [35335]","Dangerous operation, causing death or bodily harm [911]",3
20-Aug,"York Region, Ontario, municipal [35335]","Impaired driving, causing death or bodily harm [921]",0
20-Aug,"York Region, Ontario, municipal [35335]",Total breaking and entering [210],110
20-Aug,"York Region, Ontario, municipal [35335]","Breaking and entering, non-residential",46
20-Aug,"York Region, Ontario, municipal [35335]","Breaking and entering, residential",64
20-Aug,"York Region, Ontario, municipal [35335]",Breaking and entering where location type is unknown,0
20-Aug,"York Region, Ontario, municipal [35335]",Motor vehicle theft [2135],140
20-Aug,"York Region, Ontario, municipal [35335]",Shoplifting [213],142
20-Aug,"York Region, Ontario, municipal [35335]",Fraud/identity theft/identity fraud [216],461
20-Aug,"York Region, Ontario, municipal [35335]",Fail to comply with order [3410],155
20-Aug,"York Region, Ontario, municipal [35335]","Impaired driving, operating while impaired [923]",131
20-Aug,"York Region, Ontario, municipal [35335]",Provincial/Territorial acts related to COVID-19,4
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, domestic disturbances / disputes",791
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, Mental Health Act (MHA) apprehension",
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, mental health - other",250
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, suicide/attempted suicide",114
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, overdose",
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, child welfare check",
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, check welfare - general",622
20-Aug,"York Region, Ontario, municipal [35335]","Calls for service, child custody matter - domestic",22
20-Aug,Ontario Provincial Police [35C01],"Total assaults (levels 1, 2, 3) [141]",990
20-Aug,Ontario Provincial Police [35C01],"Assaults by non-family (levels 1, 2, 3)",763
20-Aug,Ontario Provincial Police [35C01],"Assaults by family (levels 1, 2, 3)",227
20-Aug,Ontario Provincial Police [35C01],Assaults where relationship type is unknown,0
20-Aug,Ontario Provincial Police [35C01],"Total sexual assaults (levels 1, 2, 3) [131]",195
20-Aug,Ontario Provincial Police [35C01],"Sexual assaults by non-family (levels 1, 2, 3)",162
20-Aug,Ontario Provincial Police [35C01],"Sexual assaults by family (levels 1, 2, 3)",33
20-Aug,Ontario Provincial Police [35C01],Sexual assaults where relationship type is unknown,0
20-Aug,Ontario Provincial Police [35C01],Assault against peace or public officer (level 1) [1460],35
20-Aug,Ontario Provincial Police [35C01],Uttering threats [1627],299
20-Aug,Ontario Provincial Police [35C01],Uttering threats by non-family,278
20-Aug,Ontario Provincial Police [35C01],Uttering threats by family,21
20-Aug,Ontario Provincial Police [35C01],Uttering threats where relationship type is unknown,0
20-Aug,Ontario Provincial Police [35C01],Total robbery [160],26
20-Aug,Ontario Provincial Police [35C01],"Dangerous operation, causing death or bodily harm [911]",2
20-Aug,Ontario Provincial Police [35C01],"Impaired driving, causing death or bodily harm [921]",5
20-Aug,Ontario Provincial Police [35C01],Total breaking and entering [210],423
20-Aug,Ontario Provincial Police [35C01],"Breaking and entering, non-residential",115
20-Aug,Ontario Provincial Police [35C01],"Breaking and entering, residential",308
20-Aug,Ontario Provincial Police [35C01],Breaking and entering where location type is unknown,0
20-Aug,Ontario Provincial Police [35C01],Motor vehicle theft [2135],174
20-Aug,Ontario Provincial Police [35C01],Shoplifting [213],123
20-Aug,Ontario Provincial Police [35C01],Fraud/identity theft/identity fraud [216],742
20-Aug,Ontario Provincial Police [35C01],Fail to comply with order [3410],538
20-Aug,Ontario Provincial Police [35C01],"Impaired driving, operating while impaired [923]",489
20-Aug,Ontario Provincial Police [35C01],Provincial/Territorial acts related to COVID-19,7
20-Aug,Ontario Provincial Police [35C01],"Calls for service, domestic disturbances / disputes",2980
20-Aug,Ontario Provincial Police [35C01],"Calls for service, Mental Health Act (MHA) apprehension",1105
20-Aug,Ontario Provincial Police [35C01],"Calls for service, mental health - other",
20-Aug,Ontario Provincial Police [35C01],"Calls for service, suicide/attempted suicide",968
20-Aug,Ontario Provincial Police [35C01],"Calls for service, overdose",
20-Aug,Ontario Provincial Police [35C01],"Calls for service, child welfare check",
20-Aug,Ontario Provincial Police [35C01],"Calls for service, check welfare - general",
20-Aug,Ontario Provincial Police [35C01],"Calls for service, child custody matter - domestic",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Total assaults (levels 1, 2, 3) [141]",528
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Assaults by non-family (levels 1, 2, 3)",449
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Assaults by family (levels 1, 2, 3)",79
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Assaults where relationship type is unknown,0
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Total sexual assaults (levels 1, 2, 3) [131]",62
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by non-family (levels 1, 2, 3)",59
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by family (levels 1, 2, 3)",3
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Sexual assaults where relationship type is unknown,0
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Assault against peace or public officer (level 1) [1460],12
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats [1627],83
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by non-family,68
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by family,15
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Uttering threats where relationship type is unknown,0
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Total robbery [160],207
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Dangerous operation, causing death or bodily harm [911]",1
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, causing death or bodily harm [921]",0
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Total breaking and entering [210],426
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, non-residential",275
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, residential",151
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Breaking and entering where location type is unknown,0
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Motor vehicle theft [2135],274
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Shoplifting [213],393
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Fraud/identity theft/identity fraud [216],324
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Fail to comply with order [3410],238
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, operating while impaired [923]",31
20-Aug,"Winnipeg, Manitoba, municipal [46064]",Provincial/Territorial acts related to COVID-19,0
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, domestic disturbances / disputes",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, Mental Health Act (MHA) apprehension",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, mental health - other",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, suicide/attempted suicide",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, overdose",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child welfare check",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, check welfare - general",
20-Aug,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child custody matter - domestic",
20-Aug,"Regina, Saskatchewan, municipal [47063]","Total assaults (levels 1, 2, 3) [141]",160
20-Aug,"Regina, Saskatchewan, municipal [47063]","Assaults by non-family (levels 1, 2, 3)",120
20-Aug,"Regina, Saskatchewan, municipal [47063]","Assaults by family (levels 1, 2, 3)",31
20-Aug,"Regina, Saskatchewan, municipal [47063]",Assaults where relationship type is unknown,9
20-Aug,"Regina, Saskatchewan, municipal [47063]","Total sexual assaults (levels 1, 2, 3) [131]",15
20-Aug,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by non-family (levels 1, 2, 3)",12
20-Aug,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by family (levels 1, 2, 3)",3
20-Aug,"Regina, Saskatchewan, municipal [47063]",Sexual assaults where relationship type is unknown,0
20-Aug,"Regina, Saskatchewan, municipal [47063]",Assault against peace or public officer (level 1) [1460],3
20-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats [1627],23
20-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats by non-family,22
20-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats by family,1
20-Aug,"Regina, Saskatchewan, municipal [47063]",Uttering threats where relationship type is unknown,0
20-Aug,"Regina, Saskatchewan, municipal [47063]",Total robbery [160],19
20-Aug,"Regina, Saskatchewan, municipal [47063]","Dangerous operation, causing death or bodily harm [911]",0
20-Aug,"Regina, Saskatchewan, municipal [47063]","Impaired driving, causing death or bodily harm [921]",4
20-Aug,"Regina, Saskatchewan, municipal [47063]",Total breaking and entering [210],165
20-Aug,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, non-residential",87
20-Aug,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, residential",78
20-Aug,"Regina, Saskatchewan, municipal [47063]",Breaking and entering where location type is unknown,0
20-Aug,"Regina, Saskatchewan, municipal [47063]",Motor vehicle theft [2135],45
20-Aug,"Regina, Saskatchewan, municipal [47063]",Shoplifting [213],77
20-Aug,"Regina, Saskatchewan, municipal [47063]",Fraud/identity theft/identity fraud [216],63
20-Aug,"Regina, Saskatchewan, municipal [47063]",Fail to comply with order [3410],87
20-Aug,"Regina, Saskatchewan, municipal [47063]","Impaired driving, operating while impaired [923]",46
20-Aug,"Regina, Saskatchewan, municipal [47063]",Provincial/Territorial acts related to COVID-19,136
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, domestic disturbances / disputes",424
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, Mental Health Act (MHA) apprehension",52
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, mental health - other",61
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, suicide/attempted suicide",46
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, overdose",12
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, child welfare check",
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, check welfare - general",
20-Aug,"Regina, Saskatchewan, municipal [47063]","Calls for service, child custody matter - domestic",
20-Aug,"Saskatoon, Saskatchewan, municipal [47066]","Total assaults (levels 1, 2, 3) [141]",241
